label	vfbid	sourcename	sourceuri
GMR_22G09_AE_01_05-fA01b	VFB_00020097	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R22G09
GMR_30A02_AE_01_09-fA01b	VFB_00020171	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R30A02
GMR_41F09_AE_01_06-fA01b	VFB_00020172	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R41F09
GMR_44H11_AE_01_05-fA01b	VFB_00020173	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R44H11
GMR_34F05_AE_01_06-fA01b	VFB_00020263	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R34F05
GMR_59C10_AE_01_03-fA01b	VFB_00020264	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R59C10
GMR_10H05_AE_01_04-fA01b	VFB_00020265	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R10H05
GMR_82B12_AE_01_00-fA01b	VFB_00020266	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R82B12
GMR_25H06_AE_01_06-fA01b	VFB_00020267	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R25H06
GMR_52G12_AE_01_04-fA01b	VFB_00020268	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R52G12
GMR_70E10_AE_01_02-fA01b	VFB_00020269	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R70E10
GMR_70G09_AE_01_00-fA01b	VFB_00020270	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R70G09
GMR_75D08_AE_01_03-fA01b	VFB_00020271	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R75D08
GMR_46B07_AE_01_04-fA01b	VFB_00020272	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R46B07
GMR_68B08_AE_01_02-fA01b	VFB_00020273	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R68B08
GMR_21A09_AE_01_08-fA01b	VFB_00020274	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R21A09
GMR_37A12_AE_01_05-fA01b	VFB_00020275	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R37A12
GMR_13A07_AE_01_03-fA01b	VFB_00020276	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R13A07
GMR_79B09_AE_01_00-fA01b	VFB_00020277	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R79B09
GMR_83B01_AE_01_03-fA01b	VFB_00020278	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R83B01
GMR_85C07_AE_01_00-fA01b	VFB_00020279	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R85C07
GMR_89H04_AE_01_03-fA01b	VFB_00020280	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R89H04
GMR_52B07_AE_01_05-fA01b	VFB_00020281	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R52B07
GMR_27G01_AE_01_05-fA01b	VFB_00020282	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R27G01
GMR_73A05_AE_01_02-fA01b	VFB_00020283	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R73A05
GMR_41B05_AE_01_03-fA01b	VFB_00020284	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R41B05
GMR_60G10_AE_01_03-fA01b	VFB_00020285	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R60G10
GMR_64A11_AE_01_02-fA01b	VFB_00020286	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R64A11
GMR_85B12_AE_01_00-fA01b	VFB_00020287	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R85B12
GMR_39H06_AE_01_00-fA01b	VFB_00020288	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R39H06
GMR_20E01_AE_01_07-fA01b	VFB_00020289	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R20E01
GMR_20G01_AE_01_07-fA01b	VFB_00020290	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R20G01
GMR_91D04_AE_01_02-fA01b	VFB_00020291	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R91D04
GMR_33H11_AE_01_04-fA01b	VFB_00020292	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R33H11
GMR_60B08_AE_01_02-fA01b	VFB_00020293	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R60B08
GMR_27F02_AE_01_05-fA01b	VFB_00020294	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R27F02
GMR_33A01_AE_01_08-fA01b	VFB_00020295	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R33A01
GMR_85F09_AE_01_02-fA01b	VFB_00020296	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R85F09
GMR_50G03_AE_01_04-fA01b	VFB_00020297	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R50G03
GMR_28C03_AE_01_06-fA01b	VFB_00020298	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R28C03
GMR_80H01_AE_01_04-fA01b	VFB_00020299	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R80H01
GMR_64A12_AE_01_07-fA01b	VFB_00020300	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R64A12
GMR_33C06_AE_01_00-fA01b	VFB_00020301	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R33C06
GMR_29F04_AE_01_03-fA01b	VFB_00020302	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R29F04
GMR_76F12_AE_01_02-fA01b	VFB_00020303	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R76F12
GMR_12A05_AE_01_06-fA01b	VFB_00020304	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R12A05
GMR_14C11_AE_01_11-fA01b	VFB_00020305	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R14C11
GMR_47A08_AE_01_02-fA01b	VFB_00020306	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R47A08
GMR_80E09_AE_01_00-fA01b	VFB_00020307	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R80E09
GMR_29B04_AE_01_05-fA01b	VFB_00020308	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R29B04
GMR_26E06_AE_01_04-fA01b	VFB_00020309	FlyLight	http://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R26E06
