label	vfbid	sourcename	sourceuri
L1EM162290	VFB_00100594	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM210250	VFB_00100595	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM32801	VFB_00100592	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM159277	VFB_00100593	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM587084	VFB_00100598	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM1339401	VFB_00100599	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM514842	VFB_00100596	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM519625	VFB_00100597	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM1501517	VFB_00100602	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM1690577	VFB_00100603	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM1398261	VFB_00100600	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM1398328	VFB_00100601	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM2354658	VFB_00100606	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM2368378	VFB_00100607	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM1923550	VFB_00100604	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM2349743	VFB_00100605	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3792036	VFB_00100624	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3863489	VFB_00100625	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3957605	VFB_00100626	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3979182	VFB_00100627	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4022795	VFB_00100628	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4060629	VFB_00100629	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4081480	VFB_00100630	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4117791	VFB_00100631	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4139769	VFB_00100632	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4163235	VFB_00100633	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4262163	VFB_00100634	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4302563	VFB_00100635	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4321719	VFB_00100636	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4394778	VFB_00100637	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4536018	VFB_00100638	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4555764	VFB_00100639	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM2743339	VFB_00100609	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM2457598	VFB_00100608	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM2890760	VFB_00100611	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM2816093	VFB_00100610	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3040475	VFB_00100613	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3037784	VFB_00100612	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3074107	VFB_00100615	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3040478	VFB_00100614	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3091625	VFB_00100617	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3090350	VFB_00100616	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3173038	VFB_00100619	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3091944	VFB_00100618	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3513767	VFB_00100621	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3304284	VFB_00100620	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3764793	VFB_00100623	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM3546335	VFB_00100622	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5121541	VFB_00100652	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5132887	VFB_00100653	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5185730	VFB_00100654	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5198940	VFB_00100655	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4839571	VFB_00100648	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4901447	VFB_00100649	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5064748	VFB_00100650	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5108526	VFB_00100651	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4778440	VFB_00100644	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4826453	VFB_00100645	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4829814	VFB_00100646	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4833169	VFB_00100647	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4591946	VFB_00100640	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4740180	VFB_00100641	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4760070	VFB_00100642	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM4766067	VFB_00100643	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM6450382	VFB_00100669	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM6294413	VFB_00100668	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM6535162	VFB_00100671	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM6484770	VFB_00100670	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5754347	VFB_00100665	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5691935	VFB_00100664	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5997122	VFB_00100667	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5794679	VFB_00100666	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5343579	VFB_00100661	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5343533	VFB_00100660	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5690363	VFB_00100663	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5548413	VFB_00100662	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5243058	VFB_00100657	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5238495	VFB_00100656	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5336477	VFB_00100659	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM5268582	VFB_00100658	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM9654437	VFB_00100686	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM9654573	VFB_00100687	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7836571	VFB_00100684	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM8749848	VFB_00100685	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7793417	VFB_00100682	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7801256	VFB_00100683	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7759340	VFB_00100680	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7764786	VFB_00100681	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7628069	VFB_00100678	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7631267	VFB_00100679	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7491399	VFB_00100676	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7498915	VFB_00100677	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7431703	VFB_00100674	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7483663	VFB_00100675	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM6755286	VFB_00100672	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM7152432	VFB_00100673	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM12946336	VFB_00100698	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM10893104	VFB_00100697	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM10290530	VFB_00100696	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM10273503	VFB_00100695	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM9681075	VFB_00100688	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM9681086	VFB_00100689	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM9720615	VFB_00100690	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM9771413	VFB_00100691	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM10110271	VFB_00100692	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM10110673	VFB_00100693	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015
L1EM10179502	VFB_00100694	Ohyama2015	http://virtualflybrain.org/data/Ohyama2015

